date;Heat Flux;T1;T2;U;Analysis period;U24;U2/3s;U2/3e;
2019-03-01 04:42:35;5.90668106079102;23;11;0.830357796566115;1;1;1;0;
2019-03-01 04:52:35;5.7677001953125;23;10.75;0.823759152029927;1;1;1;0;
2019-03-01 05:02:35;5.62871932983398;22.9375;10.375;0.816818335827659;1;1;1;0;
2019-03-01 05:12:35;5.2117772102356;22.9375;9.75;0.808797396913597;1;1;1;0;
2019-03-01 05:22:35;5.48973846435547;23;9.25;0.800831734117089;1;1;1;0;
2019-03-01 05:32:35;5.48973846435547;23;9;0.792894977028875;1;1;1;0;
2019-03-01 05:42:35;5.62871932983398;23.125;8.875;0.785182612369754;1;1;1;0;
2019-03-01 05:52:35;5.48973846435547;23.125;8.6875;0.777383598860689;1;1;1;0;
2019-03-01 06:02:35;5.35075807571411;23.125;8.625;0.769634468668946;1;1;1;0;
2019-03-01 06:12:35;5.48973846435547;23.125;9.125;0.762842315612548;1;1;1;0;
2019-03-01 06:22:35;5.48973846435547;23.1875;10.125;0.757186400569232;1;1;1;0;
2019-03-01 06:32:35;4.65585422515869;22.75;10.875;0.751787400763363;1;1;1;0;
2019-03-01 06:42:35;5.62871932983398;23.125;11.25;0.747739536903581;1;1;1;0;
2019-03-01 06:52:35;5.90668106079102;23.125;11.375;0.744256650688625;1;1;1;0;
2019-03-01 07:02:35;5.7677001953125;23.1875;11.5;0.740760841045434;1;1;1;0;
2019-03-01 07:12:35;5.7677001953125;23.25;11.75;0.737523836219183;1;1;1;0;
2019-03-01 07:22:35;5.90668106079102;23.1875;10.875;0.733842408255245;1;1;1;0;
2019-03-01 07:32:35;5.35075807571411;23.125;10.8125;0.729628941616104;1;1;1;0;
2019-03-01 07:42:35;5.90668106079102;23.125;11.1875;0.726466547843558;1;1;1;0;
2019-03-01 07:52:35;5.62871932983398;23.1875;11.375;0.723179415345292;1;1;1;0;
2019-03-01 08:02:35;6.18464231491089;23.25;11;0.720242231904249;1;1;1;0;
2019-03-01 08:12:35;6.18464231491089;23.25;11;0.717383033826854;1;1;1;0;
2019-03-01 08:22:35;6.60158443450928;23.375;11.375;0.715235922865193;1;1;1;0;
2019-03-01 08:32:35;7.01852655410767;23.375;12;0.714055019635193;1;1;1;0;
2019-03-01 08:42:35;8.68629550933838;23.5625;13.375;0.715531378039799;1;1;1;0;
2019-03-01 08:52:35;7.2964882850647;23.6875;13.25;0.715353596324541;1;1;1;0;
2019-03-01 09:02:35;6.87954568862915;23.625;12.25;0.714067869582496;1;1;1;0;
2019-03-01 09:12:35;7.15750741958618;23.625;13.125;0.713723750011344;1;1;1;0;
2019-03-01 09:22:35;6.60158443450928;23.5;12.8125;0.712696705774695;1;1;1;0;
2019-03-01 09:32:35;7.57444953918457;23.5625;13.5;0.713095902245111;1;1;1;0;
2019-03-01 09:42:35;6.87954568862915;23.5625;14.0625;0.713199089208478;1;1;1;0;
2019-03-01 09:52:35;7.57444953918457;23.5625;14.3125;0.714149710936387;1;1;1;0;
2019-03-01 10:02:35;7.15750741958618;23.5;14.25;0.714681459429868;1;1;1;0;
2019-03-01 10:12:35;7.43546867370605;23.5625;14.75;0.715768586080186;1;1;1;0;
2019-03-01 10:22:35;7.2964882850647;23.625;14.75;0.7166633596918;1;1;1;0;
2019-03-01 10:32:35;8.26935291290283;23.75;16.4375;0.719514285302019;1;1;1;0;
2019-03-01 10:42:35;11.882851600647;24.1875;19.9375;0.727787967137822;1;1;1;0;
2019-03-01 10:52:35;13.8285818099976;24.875;24.75;0.740665968838413;1;1;1;0;
2019-03-01 11:02:35;16.6081962585449;25.5;24.75;0.75570362390344;1;1;1;0;
2019-03-01 11:12:35;16.4692153930664;25.875;27.25;0.772126002026018;1;1;1;0;
2019-03-01 11:22:35;19.2488307952881;26.25;28.5;0.791852111108238;1;1;1;0;
2019-03-01 11:32:35;17.8590240478516;26.625;26.75;0.808733902470626;1;1;1;0;
2019-03-01 11:42:35;18.2759647369385;26.5;27;0.826302989409891;1;1;1;0;
2019-03-01 11:52:35;13.9675626754761;26.375;21.3125;0.835461736304258;1;1;1;0;
2019-03-01 12:02:35;12.2997941970825;25.6875;20.6875;0.843029416281489;1;1;1;0;
2019-03-01 12:12:35;10.2150831222534;25.25;20.75;0.848987271426968;1;1;1;0;
2019-03-01 12:22:35;9.65916061401367;25.0625;19.25;0.853347102640574;1;1;1;0;
2019-03-01 12:32:35;9.38119888305664;24.8125;18.8125;0.857257729018652;1;1;1;0;
2019-03-01 12:42:35;9.79814147949219;24.625;18.25;0.861211308815183;1;1;1;0;
2019-03-01 12:52:35;9.79814147949219;24.625;17.9375;0.864873988270415;1;1;1;0;
2019-03-01 13:02:35;8.68629550933838;24.4375;17.4375;0.867245987226378;1;1;1;0;
2019-03-01 13:12:35;8.54731464385986;24.375;17.375;0.869463790088213;1;1;1;0;
2019-03-01 13:22:35;8.68629550933838;24.25;17.4375;0.87192313449352;1;1;1;0;
2019-03-01 13:32:35;8.68629550933838;24.375;17.375;0.874207816994965;1;1;1;0;
2019-03-01 13:42:35;9.65916061401367;24.375;19;0.878574753143455;1;1;1;0;
2019-03-01 13:52:35;9.24221801757813;24.4375;17.625;0.881424987797976;1;1;1;0;
2019-03-01 14:02:35;9.24221801757813;24.375;17.625;0.884289518796784;1;1;1;0;
2019-03-01 14:12:35;8.54731464385986;24.375;17.875;0.886711304379206;1;1;1;0;
2019-03-01 14:22:35;8.82527637481689;24.25;17.875;0.889440769827955;1;1;1;0;
2019-03-01 14:32:35;8.82527637481689;24.25;17.25;0.891663606739406;1;1;1;0;
2019-03-01 14:42:35;8.68629550933838;24.1875;17.1875;0.893741838724667;1;1;1;0;
2019-03-01 14:52:35;7.99139165878296;24.125;17.375;0.89539740150972;1;1;1;0;
